COMUNA,DC,ZC_LOC,adulto_mayor,gse_vulnerable,material_precario,hacinamiento,hogares
12301,2,6,8,4,0,0,13
12301,2,10,5,6,0,0,29
12301,3,2,22,11,0,0,39
12301,3,3,26,25,1,0,84
12301,3,9,12,14,0,1,51
12301,3,11,59,15,0,2,83
12301,99,999,14,0,0,0,1
12302,1,2,2,5,0,0,11
12302,1,4,9,3,1,0,22
12302,1,5,134,25,1,9,141
12302,1,6,0,0,0,0,2
12302,1,8,3,2,0,0,9
12302,1,9,24,5,0,0,22
12302,1,10,3,2,0,0,24
12302,1,11,2,2,0,0,18
12302,1,12,1,0,0,0,0
12302,1,15,0,0,0,0,4
12302,1,16,7,6,0,0,23
12302,1,901,15,8,0,0,46
12302,2,1,8,4,1,1,24
12302,2,3,0,0,0,0,2
12302,2,7,0,0,0,0,5
12302,2,13,2,3,0,0,8
12302,2,14,0,0,0,0,27
12302,2,901,4,4,0,0,11
12303,1,1,6,3,0,5,48
12303,1,2,0,0,0,0,4
12303,1,4,0,0,0,0,2
12303,1,5,15,5,0,0,32
12303,1,6,0,0,0,0,2
12303,1,7,0,0,0,0,1
12303,1,8,0,0,0,0,8
12303,1,9,5,2,0,0,14
12303,1,10,17,9,0,2,39
12303,1,11,7,0,0,0,1
12303,1,12,4,3,1,0,16
12303,1,13,0,0,0,0,1
12303,1,901,9,9,0,0,38
12401,1,1,357,95,10,13,501
12401,1,2,610,303,102,41,920
12401,1,3,370,223,3,18,614
12401,1,4,656,482,53,63,1195
12401,1,5,619,354,30,41,1102
12401,1,6,699,261,86,35,988
12401,1,7,444,163,39,22,628
12401,1,8,301,317,14,127,1650
12401,1,10,33,15,0,2,86
12401,1,15,6,7,0,0,16
12401,1,17,18,4,0,0,11
12401,1,22,24,15,0,5,95
12401,1,27,7,5,0,0,14
12401,2,13,2,3,0,0,10
12401,2,16,6,6,0,0,9
12401,2,18,2,3,0,0,14
12401,2,24,0,0,0,0,1
12401,2,25,17,5,1,1,55
12401,2,26,8,6,0,2,17
12401,2,901,4,4,0,0,12
12401,3,3,1,0,0,0,0
12401,3,19,21,8,0,0,27
12401,4,11,6,0,0,0,0
12401,4,21,25,17,0,2,74
12401,5,1,152,125,8,27,471
12401,5,5,2,0,0,0,17
12401,5,7,4,5,0,1,12
12401,5,22,183,102,4,24,602
12401,5,23,5,4,0,0,24
12401,5,28,0,0,0,0,1
12401,5,901,5,4,0,0,21
12401,99,999,53,26,1,3,72
12402,1,3,0,0,0,0,1
12402,1,4,28,8,1,1,40
12402,1,5,11,6,13,2,18
12402,1,6,0,0,0,0,1
12402,1,11,5,2,0,0,4
12402,1,16,0,0,0,0,1
12402,1,18,0,0,0,0,1
12402,1,20,4,1,0,0,9
12402,1,22,2,4,0,0,4
12402,1,25,9,0,0,0,0
12402,1,30,6,4,0,0,5
12402,1,32,13,0,0,0,0
12402,1,33,19,0,0,0,2
12402,1,34,0,0,0,0,1
12402,1,39,0,0,0,0,1
12402,1,901,11,13,0,0,30
12402,2,7,0,0,0,0,1
12402,2,8,4,4,0,0,7
12402,2,9,0,0,0,0,1
12402,2,12,2,0,0,0,2
12402,2,14,0,0,0,0,3
12402,2,15,0,0,0,0,2
12402,2,17,18,0,0,0,0
12402,2,19,5,1,0,0,21
12402,2,24,0,0,0,0,3
12402,2,25,1,0,0,0,2
12402,2,31,21,2,0,0,18
12402,2,36,0,0,0,0,2
12402,2,37,0,0,0,0,1
12402,2,901,0,1,0,0,7
12402,99,999,3,0,0,0,0
13101,1,1,457,28,0,55,1489
13101,1,2,332,26,0,131,1669
13101,1,3,365,27,0,70,1455
13101,1,4,287,23,0,94,1529
13101,1,5,252,23,0,105,1356
13101,2,1,297,77,1,181,1717
13101,2,2,303,21,0,102,1581
13101,2,3,207,22,0,156,1624
13101,2,4,323,69,2,188,1713
13101,2,5,429,74,0,160,1319
13101,2,6,239,58,0,138,1586
13101,2,7,317,63,0,132,1345
13101,2,8,233,16,0,63,897
13101,3,1,87,40,0,185,1283
13101,3,2,353,68,0,306,3004
13101,3,3,364,51,1,271,2636
13101,3,4,464,38,0,133,2164
13101,3,5,265,35,0,81,1230
13101,3,6,142,17,0,82,1352
13101,3,7,392,36,0,102,1645
13101,4,1,442,79,0,100,1313
13101,4,2,536,50,3,62,1224
13101,4,3,511,43,0,75,1388
13101,4,4,441,91,2,129,1332
13101,4,5,563,84,0,166,1393
13101,5,1,469,83,1,155,1362
13101,5,2,692,285,15,274,1722
13101,5,3,360,91,9,152,915
13101,6,1,671,109,2,169,1772
13101,6,2,874,176,6,251,1919
13101,6,3,454,100,2,150,1098
13101,7,1,640,216,5,202,2063
13101,7,2,467,141,3,294,1224
13101,7,3,411,82,0,120,1402
13101,8,1,532,124,2,93,1372
13101,8,2,743,245,1,359,2068
13101,8,3,475,129,6,132,1260
13101,8,4,475,104,1,137,1249
13101,9,1,566,167,8,140,1598
13101,9,2,568,174,4,130,1552
13101,9,3,364,92,3,163,1469
13101,9,4,582,174,10,119,1088
13101,10,1,431,23,0,22,1258
13101,10,2,338,13,0,48,1018
13101,10,3,490,31,0,55,1613
13101,10,4,225,20,0,78,1442
13101,10,5,262,14,0,67,1114
13101,10,6,140,23,0,41,781
13101,10,7,229,25,0,137,1711
13101,10,8,104,9,0,51,912
13101,10,9,70,11,1,81,873
13101,10,10,239,45,0,123,1599
13101,11,1,512,24,0,31,1139
13101,11,2,261,25,0,123,1602
13101,11,3,216,26,0,94,1450
13101,11,4,134,31,0,90,1082
13101,11,5,106,22,0,84,1156
13101,11,6,181,14,0,45,988
13101,11,7,162,26,0,65,1020
13101,11,8,187,32,1,107,1324
13101,11,9,197,45,0,169,1726
13101,11,10,133,17,0,84,1453
13101,11,11,124,16,0,61,808
13101,11,12,310,30,1,114,2464
13101,11,13,291,36,0,132,1784
13101,11,14,390,16,0,38,956
13101,11,15,407,24,0,78,1573
13101,11,16,212,14,0,79,1349
13101,11,17,311,16,0,33,959
13101,11,18,236,19,0,76,1435
13101,11,19,183,34,0,89,1406
13101,12,1,376,56,0,100,1172
13101,12,2,198,22,0,76,997
13101,12,3,77,19,2,88,1064
13101,12,4,312,51,0,267,2368
13101,12,5,199,72,1,178,935
13101,12,6,297,36,0,124,1622
13101,12,7,331,68,1,157,1497
13101,12,8,312,41,0,214,2524
13101,12,9,241,37,0,193,2530
13101,13,1,262,43,0,86,1215
13101,13,2,100,23,0,82,1138
13101,13,3,289,35,1,141,2300
13101,13,4,152,27,0,176,1395
13101,13,5,570,50,0,108,1637
13101,13,6,241,30,0,100,1246
13101,13,7,223,28,0,120,1871
13101,13,8,176,17,0,91,1675
13101,13,9,303,32,0,146,1965
13101,14,1,886,164,12,175,1637
13101,14,2,377,74,1,104,2291
13101,14,3,306,55,1,163,2193
13101,15,1,743,199,3,287,2055
13101,15,2,415,79,1,196,1866
13101,15,3,451,114,2,206,1657
13101,15,4,339,82,2,124,881
13101,16,1,177,31,1,191,1621
13101,16,2,884,209,3,283,2320
13101,16,3,345,68,0,180,2438
13101,17,1,1077,279,7,295,2253
13101,17,2,523,120,3,139,1398
13101,17,3,616,151,5,103,890
13101,18,1,513,140,2,301,1671
13101,18,2,707,181,1,249,1424
13101,19,1,793,171,9,225,2165
13101,19,2,831,207,3,181,1908
13101,19,3,401,141,2,315,2076
13101,20,1,576,137,1,94,1195
13101,20,2,428,150,2,105,640
13101,20,3,675,208,11,158,890
13101,21,1,769,258,9,180,1498
13101,21,2,577,153,7,88,1319
13101,22,1,675,48,0,37,716
13101,23,1,738,121,5,69,1440
13101,24,1,911,182,0,130,1174
13101,24,2,1098,307,5,174,1633
13101,25,1,1023,374,3,307,1638
13101,26,1,377,178,4,196,1141
13101,27,1,549,150,3,192,1803
13101,27,2,434,83,0,150,1628
13101,27,3,600,69,0,66,1514
13101,27,4,512,132,28,131,1778
13101,28,1,175,17,0,34,636
13101,28,2,427,42,1,91,1653
13101,28,3,441,37,0,93,1750
13101,28,4,257,15,0,47,1121
13101,28,5,404,55,0,99,1609
13101,28,6,234,40,0,122,1536
13101,29,1,70,13,1,23,272
13101,99,999,297,45,2,58,412
13102,1,1,685,65,1,7,877
13102,1,2,700,339,5,208,1063
13102,1,3,413,57,0,39,1382
13102,1,4,445,87,2,50,1675
13102,2,1,698,170,1,56,1023
13102,2,2,884,260,6,76,1270
13102,2,3,756,132,4,24,688
13102,2,4,679,137,0,30,882
13102,3,1,769,681,1,182,1590
13102,3,2,1039,481,7,152,1367
13102,3,3,922,393,5,116,1282
13102,3,4,889,183,3,57,1037
13102,3,5,1061,544,0,144,1167
13102,3,6,655,472,10,128,942
13102,3,7,967,485,1,144,1149
13102,4,1,817,179,1,50,1188
13102,4,2,1407,352,4,98,1602
13102,4,3,786,157,3,21,923
13102,4,4,444,421,1,134,1184
13102,4,5,302,355,0,110,771
13102,4,6,464,460,2,199,1446
13102,99,999,24,8,1,3,23
13103,1,1,433,273,5,88,636
13103,1,2,522,263,5,86,632
13103,1,3,702,447,17,146,998
13103,1,4,856,386,17,151,1180
13103,1,5,880,609,25,199,1307
13103,1,6,675,383,5,138,955
13103,2,1,899,551,3,186,1397
13103,2,2,591,285,2,93,744
13103,2,3,407,160,3,64,511
13103,2,4,711,308,2,132,943
13103,2,5,918,391,3,137,1150
13103,3,1,729,412,3,139,1005
13103,3,2,833,294,7,143,1114
13103,3,3,799,410,12,132,968
13103,4,1,706,274,4,75,864
13103,4,2,768,337,21,145,1068
13103,4,3,1213,518,2,164,1496
13103,5,1,1006,560,4,170,1465
13103,5,2,1113,585,14,179,1537
13103,6,1,586,357,2,103,771
13103,6,2,563,326,8,109,820
13103,6,3,507,279,5,83,653
13103,6,4,601,369,2,117,836
13103,7,1,508,350,3,104,759
13103,7,2,744,419,2,147,1102
13103,7,3,962,547,6,148,1335
13103,7,4,804,488,10,148,1078
13103,7,5,680,418,4,139,958
13103,8,1,769,417,9,126,1108
13103,8,2,746,486,7,161,1093
13103,8,3,1109,729,9,207,1527
13103,9,1,743,368,2,89,927
13103,9,2,450,273,1,86,630
13103,9,3,1154,657,9,175,1758
13103,9,4,723,444,1,69,1231
13103,9,5,169,360,0,91,1403
13103,99,999,33,19,2,4,57
13104,1,1,772,238,4,148,1025
13104,1,2,805,246,4,145,1055
13104,1,3,572,139,0,76,713
13104,2,1,477,134,0,37,542
13104,2,2,706,219,2,73,1190
13104,2,3,1034,315,0,94,1186
13104,2,4,1090,295,1,88,1167
13104,3,1,991,405,4,174,1267
13104,3,2,904,424,4,174,1137
13104,3,3,591,205,3,97,780
13104,3,4,461,238,4,96,696
13104,3,5,619,299,1,119,817
13104,4,1,699,261,11,104,896
13104,4,2,794,352,8,96,1053
13104,4,3,695,266,2,70,809
13104,4,4,741,195,2,48,877
13104,5,1,700,232,4,69,949
13104,5,2,719,266,2,102,1206
13104,5,3,515,376,2,106,733
13104,5,4,646,322,5,138,834
13104,5,5,856,149,6,42,1031
13104,5,6,897,181,1,69,1716
13104,6,1,653,185,0,55,1039
13104,6,2,496,242,11,142,976
13104,6,3,684,348,8,97,844
13104,7,1,2,2,0,3,12
13104,7,2,785,387,7,147,1035
13104,7,3,319,123,2,48,366
13104,7,4,450,106,3,26,467
13104,8,1,547,246,0,67,772
13104,8,2,797,354,6,119,1065
13104,8,3,762,269,5,91,898
13104,8,4,971,336,2,102,1330
13104,9,1,749,270,3,131,1597
13104,9,2,711,258,8,146,966
13104,9,3,833,284,11,143,1271
13104,10,1,845,276,1,61,978
13104,10,2,1028,345,3,121,1261
13104,10,3,982,225,5,85,1141
13104,99,999,43,11,0,2,38
13105,1,1,546,318,3,105,910
13105,1,2,1295,350,8,147,2049
13105,1,3,108,15,0,2,101
13105,1,4,862,202,9,63,1092
13105,1,5,1098,651,3,173,2019
13105,2,1,855,405,8,126,968
13105,2,2,1120,374,0,101,1418
13105,2,3,877,114,3,42,1161
13105,3,1,750,124,5,53,1128
13105,3,2,445,99,1,45,571
13105,4,1,861,249,3,92,1052
13105,4,2,1349,344,6,109,1498
13105,5,1,579,176,5,66,749
13105,5,2,583,302,1,92,754
13105,5,3,800,271,1,80,1273
13105,5,4,959,417,0,118,1156
13105,5,5,866,334,6,90,1231
13105,6,1,1023,376,6,136,1315
13105,6,2,777,476,0,158,1085
13105,6,3,914,558,2,143,1207
13105,6,4,1158,648,3,190,1399
13105,6,5,1046,630,1,182,1426
13105,7,1,797,526,3,168,1254
13105,7,2,562,421,0,151,1269
13105,7,3,834,489,8,120,1107
13105,7,4,900,544,12,172,1215
13105,7,5,548,426,0,182,1081
13105,8,1,832,140,1,17,886
13105,8,2,974,243,2,77,1106
13105,8,3,862,174,0,53,1616
13105,8,4,1142,713,6,223,1473
13105,8,5,1112,402,3,100,1450
13105,9,1,850,356,3,126,1133
13105,9,2,1162,348,3,86,1754
13105,9,3,1029,464,5,107,1302
13105,9,4,707,227,1,98,945
13105,10,1,836,583,4,204,1385
13105,10,2,1125,722,4,230,1748
13105,10,3,838,605,6,246,1577
13105,99,999,24,2,0,2,29
13106,1,1,459,113,2,80,438
13106,2,1,327,106,0,50,569
13106,2,2,329,171,8,81,610
13106,3,1,560,351,5,126,771
13106,3,2,515,243,2,53,552
13106,3,3,551,299,1,89,659
13106,4,1,1116,679,27,282,1484
13106,4,2,1114,699,10,315,1498
13106,5,1,440,246,10,323,1103
13106,5,2,345,192,5,87,499
13106,5,3,416,317,10,211,749
13106,6,1,447,112,0,47,652
13106,6,2,1197,345,2,105,1595
13106,6,3,1025,283,0,71,1149
13106,6,4,424,157,1,30,459
13106,7,1,790,156,0,38,865
13106,7,2,875,397,1,159,1531
13106,7,3,1188,628,3,172,1508
13106,8,1,454,146,0,24,907
13106,8,2,731,113,2,33,787
13106,8,3,890,167,1,61,1510
13106,8,4,693,90,0,21,697
13106,8,5,903,56,0,13,1647
13106,8,6,120,11,0,6,655
13106,9,1,813,152,1,63,894
13106,9,2,864,159,2,51,887
13106,10,1,698,111,1,45,1577
13106,10,2,369,106,5,139,3119
13106,10,3,666,264,0,356,4300
13106,10,4,1185,172,0,52,1574
13106,10,5,208,91,0,259,1784
13106,11,1,390,102,1,34,449
13106,11,2,345,73,2,124,2632
13106,11,3,595,249,7,152,1128
13106,11,4,516,169,2,105,1029
13106,12,1,881,94,0,56,1263
13106,12,2,634,143,2,106,1019
13106,13,1,248,75,7,102,883
13106,13,2,494,196,5,328,1828
13106,13,3,794,342,18,303,1486
13106,13,4,166,114,2,90,707
13106,14,1,1053,476,2,160,1435
13106,14,2,1066,559,12,177,1452
13106,99,999,980,16,1,9,73
13107,1,1,524,217,4,81,1022
13107,1,2,987,143,0,45,1036
13107,1,3,493,15,0,6,1585
13107,1,4,727,189,1,64,1582
13107,1,5,569,63,1,35,1713
13107,1,6,653,176,10,56,1880
13107,1,7,416,17,0,19,1306
13107,1,8,583,15,0,18,1894
13107,1,9,1140,435,4,183,1495
13107,1,10,646,30,0,30,2194
13107,2,1,641,383,6,163,932
13107,2,2,1048,606,12,199,1378
13107,2,3,1304,778,3,286,1953
13107,3,1,694,466,10,146,1031
13107,3,2,943,686,6,177,1462
13107,3,3,27,4,0,2,64
13107,3,901,7,8,0,4,14
13107,4,1,799,426,1,151,976
13107,4,2,554,331,4,120,895
13107,4,3,1195,727,20,214,1711
13107,5,1,449,13,0,13,1532
13107,6,1,929,532,4,179,1276
13107,99,999,7,1,0,0,8
13108,1,1,808,141,2,113,1071
13108,1,2,601,120,1,94,847
13108,1,3,625,254,1,359,2072
13108,1,4,449,188,4,323,1961
13108,1,5,962,243,1,179,1804
13108,2,1,822,139,1,41,894
13108,2,2,857,111,0,39,938
13108,2,3,854,197,0,45,1286
13108,2,4,534,160,0,236,1945
13108,2,5,828,168,1,75,1212
13108,3,1,700,179,4,42,800
13108,3,2,656,220,4,135,979
13108,3,3,783,230,4,135,1112
13108,3,4,650,219,1,104,843
13108,3,5,921,400,10,175,1461
13108,4,1,347,84,0,64,918
13108,4,2,913,134,0,263,2249
13108,5,1,460,94,7,51,527
13108,5,2,469,49,0,37,896
13108,5,3,732,167,2,305,2381
13108,5,4,452,64,2,36,494
13108,5,5,856,173,7,349,2347
13108,6,1,1179,219,10,200,2117
13108,6,2,835,263,1,545,3451
13108,7,1,346,96,2,286,1400
13108,7,2,224,109,0,99,552
13108,99,999,44,7,1,5,55
13109,1,1,769,175,1,42,1535
13109,1,2,1326,362,25,97,1673
13109,1,3,1168,201,3,73,1289
13109,1,4,682,83,2,48,1417
13109,2,1,530,157,5,56,1295
13109,2,2,1022,188,4,67,1208
13109,2,3,774,218,0,76,991
13109,2,4,860,184,3,76,1425
13109,2,5,283,102,1,43,869
13109,3,1,1426,185,2,79,1815
13109,3,2,1256,261,2,99,1892
13109,3,3,1362,345,15,174,1852
13109,4,1,1029,91,1,40,1242
13109,4,2,1048,335,7,149,1321
13109,4,3,658,96,2,61,1011
13109,4,4,674,210,9,112,887
13109,5,1,785,147,2,91,1783
13109,5,2,680,170,7,55,1410
13109,5,3,777,244,4,92,1267
13109,6,1,1010,275,8,94,1239
13109,6,2,1211,358,14,111,2021
13109,6,3,807,101,5,49,1184
13109,6,4,501,84,1,21,710
13109,99,999,68,19,1,4,85
13110,1,1,716,65,2,91,2197
13110,1,2,779,65,0,18,726
13110,1,3,888,323,2,72,1230
13110,1,4,319,55,0,15,333
13110,1,5,485,39,0,55,1460
13110,2,1,689,186,4,40,978
13110,2,2,798,155,2,25,888
13110,2,3,280,37,1,11,253
13110,2,4,407,42,0,32,832
13110,2,5,554,141,0,39,932
13110,2,6,1078,195,0,74,2276
13110,3,1,718,47,0,29,1298
13110,3,2,702,86,2,41,1030
13110,3,3,780,100,1,44,1124
13110,3,4,1136,152,1,43,1251
13110,3,5,652,64,1,21,1347
13110,3,6,857,57,0,19,913
13110,3,7,535,43,0,11,674
13110,4,1,1191,116,0,37,1563
13110,4,2,1204,86,2,33,1240
13110,5,1,1057,578,8,171,1510
13110,5,2,764,453,4,130,979
13110,5,3,541,221,4,38,654
13110,5,4,756,470,0,103,1268
13110,5,5,560,228,4,81,722
13110,6,1,409,222,10,79,556
13110,6,2,1249,521,9,152,1584
13110,6,3,538,40,1,9,775
13110,6,4,764,64,0,27,1675
13110,6,5,520,21,0,8,872
13110,6,6,1189,86,5,21,1519
13110,6,7,601,280,4,89,773
13110,6,8,606,104,2,28,884
13110,7,1,767,324,1,80,1029
13110,7,2,549,14,1,37,2415
13110,7,3,306,35,3,21,914
13110,7,4,717,56,2,20,1549
13110,7,5,743,558,1,189,1552
13110,8,1,753,41,0,14,1310
13110,8,2,855,98,2,30,1285
13110,8,3,706,194,4,42,1125
13110,8,4,585,86,0,27,1111
13110,9,1,777,32,0,7,979
13110,9,2,683,27,0,9,1062
13110,9,3,752,42,0,14,809
13110,9,4,629,42,1,18,1234
13110,9,5,729,38,0,14,1141
13110,10,1,1088,90,3,17,1086
13110,10,2,1155,230,6,74,1391
13110,10,3,984,77,2,26,1230
13110,10,4,751,160,0,53,880
13110,10,5,1043,175,3,66,1399
13110,11,1,956,189,0,46,1538
13110,11,2,468,82,0,25,780
13110,11,3,939,318,9,104,1755
13110,11,4,912,335,2,56,1406
13110,11,5,764,242,0,62,1594
13110,11,6,566,89,1,27,754
13110,11,7,616,202,1,66,1112
13110,12,1,993,72,0,12,1072
13110,12,2,716,144,1,49,768
13110,12,3,810,213,3,72,1105
13110,12,4,1011,264,16,96,1186
13110,13,1,978,187,2,76,1484
13110,13,2,928,258,3,77,1280
13110,13,3,870,189,0,49,1191
13110,14,1,494,260,1,71,741
13110,14,2,596,359,0,92,913
13110,14,3,802,398,0,89,1101
13110,14,4,580,338,1,109,867
13110,14,5,576,317,1,79,1460
13110,14,6,525,334,1,72,807
13110,14,7,787,358,1,123,1195
13110,15,1,1056,433,2,129,1453
13110,15,2,785,314,1,63,988
13110,15,3,996,439,0,113,1382
13110,15,4,705,311,0,91,944
13110,15,5,457,240,0,73,775
13110,16,1,503,102,2,29,700
13110,16,2,739,114,4,51,1360
13110,16,3,1025,211,5,56,1197
13110,16,4,987,144,1,41,1165
13110,16,5,456,104,1,43,611
13110,16,6,837,177,0,52,922
13110,17,1,1019,531,1,153,1381
13110,17,2,862,156,0,42,1364
13110,17,3,1041,165,4,58,1084
13110,17,4,756,141,4,34,876
13110,17,5,719,71,0,13,894
13110,17,6,1033,298,3,69,1146
13110,18,1,918,361,7,138,1247
13110,18,2,673,150,1,38,814
13110,18,3,694,186,0,41,839
13110,18,4,604,165,3,46,718
13110,19,1,900,335,1,92,939
13110,19,2,759,164,0,24,799
13110,19,3,1028,132,0,45,1153
13110,19,4,1039,507,5,167,1287
13110,20,1,429,154,1,37,620
13110,20,2,721,419,4,98,1008
13110,20,3,923,439,5,131,1254
13110,20,4,553,316,12,93,755
13110,20,5,447,218,4,68,554
13110,21,1,904,157,0,60,1221
13110,21,2,690,101,0,28,966
13110,21,3,960,205,1,87,1878
13110,21,4,623,71,1,55,1613
13110,99,999,111,34,3,7,127
13111,1,1,1140,425,1,111,1714
13111,1,2,979,468,0,134,1349
13111,1,3,930,465,3,142,1086
13111,2,1,1161,480,2,151,1365
13111,2,2,769,268,0,96,1166
13111,2,3,995,510,12,186,1185
13111,2,4,662,362,1,99,763
13111,3,1,748,318,6,158,1163
13111,3,2,768,361,13,133,1023
13111,3,3,1079,466,9,187,1566
13111,4,1,946,273,4,82,970
13111,4,2,1035,419,6,100,1354
13111,4,3,654,177,2,55,628
13111,5,1,779,252,2,63,849
13111,5,2,410,145,1,38,484
13111,5,3,707,418,1,101,888
13111,5,4,1107,473,5,146,1307
13111,5,5,734,369,1,87,994
13111,6,1,1194,695,11,296,1531
13111,6,2,806,468,6,184,992
13111,6,3,644,353,2,137,838
13111,7,1,1107,222,0,70,1311
13111,7,2,569,123,1,37,847
13111,7,3,1105,524,3,140,1624
13111,7,4,874,385,0,105,1569
13111,7,5,817,220,0,56,1160
13111,8,1,784,371,1,94,1096
13111,8,2,978,394,3,100,1256
13111,8,3,661,381,4,146,1306
13111,8,4,631,250,1,32,939
13111,99,999,84,32,0,2,80
13112,1,1,329,240,10,70,665
13112,1,2,609,170,7,64,858
13112,1,3,40,27,0,4,54
13112,2,1,1117,641,10,155,1432
13112,2,2,693,293,0,65,999
13112,2,3,834,498,9,160,1054
13112,2,4,1017,503,1,132,1340
13112,3,1,800,471,1,131,1037
13112,3,2,1233,744,4,197,1625
13112,3,3,1055,604,11,153,1438
13112,3,4,1033,603,2,172,1410
13112,3,5,641,349,0,95,790
13112,4,1,711,452,1,141,1227
13112,4,2,1037,763,3,211,1612
13112,4,3,714,454,0,131,1096
13112,4,4,51,37,5,7,80
13112,4,5,711,356,0,117,903
13112,4,6,619,410,0,122,905
13112,4,7,382,337,1,148,1428
13112,5,1,411,438,7,169,1092
13112,5,2,227,265,1,141,976
13112,5,3,356,356,1,213,1491
13112,5,4,5,1,0,0,6
13112,5,5,342,139,2,79,692
13112,5,6,434,419,3,146,930
13112,5,7,644,491,4,149,1169
13112,5,8,616,458,2,127,1108
13112,5,9,715,524,2,184,1305
13112,5,10,796,551,2,152,1360
13112,5,11,543,457,0,163,1452
13112,6,1,1086,588,3,138,1293
13112,6,2,1025,602,6,142,1294
13112,6,3,539,406,3,139,768
13112,7,1,726,348,0,94,1014
13112,7,2,730,334,1,76,881
13112,7,3,626,390,11,142,1045
13112,7,4,581,406,3,169,1123
13112,7,5,643,345,0,96,892
13112,7,6,412,282,1,104,798
13112,8,1,821,596,10,131,1135
13112,8,2,877,625,7,149,1263
13112,8,3,126,44,2,10,154
13112,8,4,644,539,1,186,1339
13112,8,5,520,577,7,177,1055
13112,8,6,584,554,5,190,1100
13112,8,7,608,377,2,123,872
13112,8,8,583,440,2,128,921
13112,8,9,734,562,6,161,1145
13112,99,999,271,170,0,37,386
13113,1,1,714,20,0,13,778
13113,1,2,649,94,1,37,726
13113,1,3,947,56,2,32,1125
13113,1,4,945,41,1,31,1398
13113,2,1,577,19,2,6,759
13113,2,2,626,23,2,20,875
13113,2,3,627,28,1,6,795
13113,3,1,1161,21,0,21,1417
13113,3,2,700,11,0,9,778
13113,3,3,1113,22,0,25,1603
13113,3,4,603,9,0,13,890
13113,4,1,747,37,2,5,798
13113,4,2,782,30,2,11,834
13113,4,3,822,13,0,11,1052
13113,4,4,780,24,0,11,1170
13113,5,1,770,12,0,6,992
13113,5,2,1037,18,1,4,1239
13113,5,3,830,7,0,2,999
13113,5,4,925,80,3,36,1006
13113,6,1,978,22,0,11,1607
13113,6,2,949,19,1,11,1379
13113,6,3,149,31,3,11,304
13113,7,1,1265,91,1,31,1447
13113,7,2,1206,544,12,179,1598
13113,7,3,1015,534,3,199,1325
13113,7,4,305,4,0,1,438
13113,7,5,119,39,0,20,1289
13113,7,6,877,400,8,136,1081
13113,99,999,23,3,0,0,30
13114,1,1,758,21,0,39,2141
13114,1,2,1151,106,0,24,1610
13114,1,3,491,9,0,20,1397
13114,1,4,367,11,0,11,714
13114,1,5,520,13,0,19,1049
13114,1,6,418,4,0,13,895
13114,1,7,454,10,0,31,1623
13114,1,8,517,7,0,17,1349
13114,1,9,623,14,0,8,1377
13114,2,1,1113,20,0,10,1526
13114,2,2,921,33,0,46,2005
13114,2,3,727,15,0,8,1245
13114,2,4,872,18,0,14,1618
13114,3,1,895,24,0,16,1414
13114,3,2,818,13,0,10,960
13114,3,3,803,19,1,22,1897
13114,3,4,810,11,0,16,1309
13114,3,5,734,13,0,13,1302
13114,3,6,357,15,0,27,1560
13114,3,7,286,10,0,33,1249
13114,4,1,1075,27,3,21,1841
13114,4,2,1392,17,0,9,1501
13114,4,3,1603,21,0,13,2049
13114,5,1,1057,16,0,13,1601
13114,5,2,1114,28,0,14,1714
13114,5,3,652,22,1,26,1359
13114,5,4,919,18,0,10,1080
13114,6,1,1018,24,11,19,1375
13114,6,2,910,14,1,8,997
13114,7,1,1330,496,13,152,1527
13114,7,2,883,16,0,2,1055
13114,7,3,927,26,0,14,1408
13114,7,4,785,15,0,9,1687
13114,8,1,947,12,0,5,1142
13114,8,2,1084,19,0,14,1417
13114,8,3,1011,12,0,8,1480
13114,8,4,1223,36,0,19,1528
13114,8,5,1014,39,0,10,1138
13114,9,1,1026,11,0,21,1749
13114,9,2,1294,23,0,15,1398
13114,9,3,1195,26,2,14,1348
13114,9,4,1079,15,0,21,1870
13114,10,1,1252,15,0,8,1788
13114,10,2,938,16,0,13,1455
13114,10,3,1038,14,0,7,1647
13114,10,4,1275,19,0,13,1595
13114,10,5,1459,18,0,11,1861
13114,11,1,755,15,0,24,1628
13114,11,2,1017,20,0,13,1528
13114,11,3,1087,15,0,18,1647
13114,11,4,621,26,0,31,1823
13114,11,5,745,18,0,6,1163
13114,11,6,746,11,0,32,1719
13114,11,7,910,33,0,19,1457
13114,12,1,643,20,0,18,1143
13114,12,2,903,17,0,19,1571
13114,12,3,894,10,0,16,1395
13114,12,4,725,9,0,8,1047
13114,12,5,957,23,0,12,1452
13114,12,6,890,17,0,10,1135
13114,12,7,820,8,0,16,1485
13114,13,1,689,15,0,11,1163
13114,13,2,439,13,0,21,1200
13114,13,3,488,21,0,18,1383
13114,13,4,691,11,0,27,1622
13114,13,5,1095,17,0,13,1586
13114,13,6,1084,24,0,24,1627
13114,13,7,735,11,0,22,1509
13114,13,8,859,16,0,27,1533
13114,13,9,510,17,0,34,1538
13114,13,10,644,7,0,16,1335
13114,14,1,1419,447,2,92,1761
13114,14,2,881,344,3,111,1127
13114,14,3,615,400,3,134,1815
13114,14,4,864,298,5,52,918
13114,15,1,1189,6,0,6,1683
13114,15,2,639,9,0,11,1329
13114,15,3,825,10,0,3,1143
13114,16,1,1126,19,2,7,1234
13114,16,2,524,8,1,2,536
