COMUNA,DC,ZC_LOC,adulto_mayor,gse_vulnerable,material_precario,hacinamiento,hogares
1101,1,1,441,77,7,87,1140
1101,1,2,151,12,0,6,515
1101,2,1,132,17,4,17,306
1101,2,2,3,6,8,8,23
1101,2,3,430,284,23,122,852
1101,2,4,397,228,20,106,619
1101,2,5,559,239,6,151,1263
1101,3,1,481,182,7,82,939
1101,3,2,794,213,14,98,1116
1101,3,3,1112,182,13,106,1557
1101,3,4,237,36,7,36,1099
1101,4,1,458,81,0,36,492
1101,4,2,491,216,9,107,723
1101,4,3,489,211,8,203,1510
1101,4,4,904,429,60,287,1866
1101,4,5,695,335,25,179,1148
1101,4,6,691,153,15,74,788
1101,5,1,783,125,10,70,1136
1101,5,2,861,71,2,44,1658
1101,5,3,1002,166,10,104,1489
1101,5,4,505,45,2,23,648
1101,5,5,769,81,3,59,1838
1101,5,6,523,33,1,23,1112
1101,6,1,328,15,5,12,1117
1101,6,2,996,186,10,123,1914
1101,6,3,892,122,4,69,1752
1101,6,4,510,48,0,35,1706
1101,6,5,367,47,3,33,770
1101,7,1,483,46,9,63,1008
1101,7,2,626,117,9,113,1025
1101,7,3,755,162,13,161,1378
1101,7,4,495,61,5,81,764
1101,8,1,840,349,22,346,2033
1101,8,2,481,211,24,202,1181
1101,8,3,459,105,9,111,923
1101,8,4,428,121,13,94,1131
1101,9,4,59,37,4,12,156
1101,9,5,26,18,1,3,84
1101,9,6,108,69,3,23,316
1101,9,7,18,27,1,5,57
1101,9,10,62,29,15,19,173
1101,9,12,17,10,7,2,107
1101,9,14,5,1,0,1,5
1101,9,16,8,0,3,0,48
1101,9,17,5,3,0,0,41
1101,9,18,11,2,2,0,66
1101,9,19,5,3,0,0,7
1101,9,20,0,0,0,0,1
1101,9,21,49,34,11,8,144
1101,9,22,5,0,0,0,0
1101,9,23,52,50,14,12,162
1101,9,24,5,2,1,0,6
1101,9,901,4,2,3,0,9
1101,10,1,500,152,9,99,775
1101,10,2,820,307,11,178,1259
1101,10,3,830,232,5,136,1328
1101,10,4,764,196,6,146,1062
1101,10,5,779,338,17,319,1529
1101,10,6,686,259,13,157,1214
1101,11,1,534,317,45,199,1123
1101,11,2,493,82,4,40,706
1101,11,3,1030,179,3,105,1467
1101,11,4,868,171,4,89,1293
1101,11,5,822,31,1,33,1497
1101,11,6,229,33,6,44,1307
1101,11,7,616,298,162,171,1185
1101,11,8,923,95,2,66,1576
1101,11,9,654,143,5,95,1632
1101,11,10,72,2,1,1,154
1101,11,11,516,41,0,23,1934
1101,11,12,335,22,2,16,998
1101,11,13,282,33,0,44,1470
1101,11,14,299,21,0,14,1045
1101,11,25,5,0,0,2,9
1101,11,901,3,1,2,0,9
1101,99,999,159,25,8,39,232
1107,1,1,362,294,10,149,1261
1107,1,2,415,351,27,179,1253
1107,1,3,585,678,240,632,2705
1107,1,7,0,0,0,0,1
1107,1,9,0,0,0,0,4
1107,1,901,2,4,10,3,10
1107,2,1,814,632,67,293,1811
1107,2,2,475,375,43,211,1279
1107,2,3,576,365,3,162,2166
1107,2,4,569,341,17,157,1534
1107,2,5,578,344,27,133,1208
1107,2,6,506,229,10,110,1230
1107,2,7,490,354,6,161,1425
1107,2,8,521,356,14,161,1377
1107,3,1,333,162,13,98,1758
1107,3,2,690,712,86,311,2230
1107,3,3,345,110,18,78,1619
1107,3,5,6,7,4,1,43
1107,3,6,70,0,0,1,6
1107,4,1,511,306,67,129,1102
1107,4,2,385,292,21,243,1946
1107,4,3,411,440,91,272,1335
1107,4,4,366,261,25,233,1749
1107,4,5,333,250,30,137,1111
1107,4,6,395,291,11,169,1212
1107,4,7,462,460,111,288,1521
1107,99,999,82,58,25,47,266
1401,1,1,409,224,18,137,1211
1401,1,2,685,531,37,314,2263
1401,1,18,1,0,0,0,4
1401,1,21,13,10,1,4,43
1401,1,901,5,4,0,0,8
1401,2,5,38,0,0,1,0
1401,2,10,0,0,0,0,6
1401,2,14,20,9,2,3,101
1401,2,15,69,43,3,8,426
1401,2,17,0,0,0,0,10
1401,2,19,15,9,0,0,79
1401,2,22,0,0,0,0,1
1401,2,24,9,1,1,0,13
1401,2,29,0,0,0,0,4
1401,3,2,19,3,1,2,141
1401,3,6,0,0,0,0,1
1401,3,7,2,2,1,0,9
1401,3,11,135,57,9,18,398
1401,3,12,642,340,72,86,3867
1401,3,25,0,0,0,0,2
1401,3,26,4,5,1,0,9
1401,3,901,0,1,1,0,12
1401,5,4,0,0,0,0,2
1401,5,9,17,15,2,0,102
1401,5,16,0,0,0,0,1
1401,5,20,27,15,10,5,65
1401,5,901,17,13,1,7,53
1401,6,13,61,0,0,1,1
1401,6,23,5,0,0,0,0
1401,7,8,11,3,3,0,18
1401,7,27,0,0,0,0,1
1401,99,999,27,13,3,2,33
1402,1,1,20,9,2,6,76
1402,1,2,76,72,0,20,347
1402,1,3,38,31,0,8,142
1402,1,4,26,11,0,4,62
1402,1,5,24,27,0,13,99
1402,1,6,46,44,0,16,147
1402,1,7,11,8,1,3,70
1402,1,8,25,12,0,9,71
1402,1,9,9,10,0,5,29
1402,1,10,18,11,0,1,39
1402,99,999,0,1,0,0,6
1403,1,1,0,0,0,0,6
1403,1,3,5,4,0,1,34
1403,1,8,126,109,2,49,590
1403,1,9,31,19,0,3,113
1403,1,12,4,2,0,1,402
1403,1,13,12,10,0,7,74
1403,1,15,10,9,0,15,62
1403,2,2,19,7,0,5,22
1403,2,5,48,38,2,9,477
1403,2,6,11,6,0,3,32
1403,2,7,0,0,0,0,6
1403,2,10,0,0,0,0,6
1403,2,11,12,8,0,2,19
1403,2,14,0,0,0,0,12
1403,2,17,16,20,0,8,35
1403,2,18,18,14,0,5,51
1403,2,901,8,5,0,4,16
1403,3,16,0,0,0,0,14
1403,4,4,4,6,0,1,30
1403,99,999,27,9,0,6,24
1404,1,1,182,123,11,52,522
1404,2,8,5,4,1,0,31
1404,2,13,8,7,0,0,21
1404,2,16,15,14,1,2,86
1404,2,20,0,0,0,0,3
1404,2,22,49,33,5,12,160
1404,2,24,5,4,0,0,42
1404,2,34,61,43,11,13,510
1404,2,901,19,9,2,2,32
1404,3,6,9,7,0,2,18
1404,3,14,17,12,0,3,150
1404,3,17,5,7,0,8,70
1404,3,20,10,3,0,0,98
1404,3,28,29,26,2,11,186
1404,3,29,0,0,0,0,35
1404,3,36,0,0,0,0,26
1404,3,901,15,14,0,9,69
1404,4,1,0,0,0,0,1
1404,4,21,0,0,0,0,7
1404,4,23,57,41,11,15,147
1404,4,37,6,1,0,0,6
1404,4,901,21,15,6,8,60
1404,5,7,0,0,0,0,1
1404,5,25,7,15,17,3,33
1404,5,33,2,0,0,0,6
1404,5,35,0,0,0,0,2
1404,6,3,0,0,0,0,3
1404,6,5,5,2,1,2,6
1404,6,9,2,1,1,1,7
1404,6,18,17,16,2,0,44
1404,6,19,0,0,0,0,28
1404,6,27,0,0,0,0,19
1404,6,32,0,0,0,0,15
1404,6,901,17,10,1,0,34
1404,7,4,28,12,0,1,170
1404,7,15,12,5,1,1,102
1404,7,26,2,2,5,1,9
1404,7,31,14,5,2,1,57
1404,8,30,0,0,0,0,3
1404,8,901,10,5,1,2,26
1404,99,999,4,1,0,2,18
1405,1,1,866,348,34,166,2031
1405,1,8,164,83,9,27,406
1405,1,10,14,2,2,6,31
1405,1,14,20,8,0,5,36
1405,1,901,18,16,5,9,69
1405,2,3,155,0,0,2,0
1405,2,12,26,0,0,1,0
1405,2,901,8,4,0,1,8
1405,3,1,10,5,0,0,61
1405,3,9,2,4,0,0,29
1405,4,2,0,0,0,0,9
1405,99,999,13,5,1,2,23
2101,1,1,722,156,0,48,1334
2101,1,2,758,139,1,55,1317
2101,1,3,557,42,0,23,1948
2101,1,4,248,68,28,53,1889
2101,1,5,254,25,2,13,741
2101,1,6,25,0,0,11,325
2101,1,8,692,447,3,181,1774
2101,1,9,684,380,0,135,1780
2101,1,10,490,366,2,164,1228
2101,1,11,293,45,0,20,780
2101,1,12,345,98,3,64,1343
2101,1,13,198,49,7,20,1363
2101,1,14,559,98,2,47,2134
2101,1,15,263,22,0,12,955
2101,1,16,129,122,72,102,509
2101,1,17,266,53,0,54,1783
2101,1,18,321,47,0,17,1519
2101,1,19,153,40,11,29,568
2101,1,20,156,32,0,19,944
2101,1,21,241,6,0,10,1039
2101,1,22,226,186,1,114,761
2101,1,901,6,2,1,1,18
2101,2,1,745,222,12,83,983
2101,2,2,752,300,23,121,1294
2101,2,3,483,205,4,59,660
2101,2,4,848,344,20,111,1203
2101,2,5,470,366,77,285,1774
2101,3,1,653,126,3,60,1464
2101,3,2,581,68,1,34,844
2101,3,3,427,65,2,31,703
2101,3,4,617,151,17,70,1094
2101,3,5,568,63,0,58,1092
2101,3,6,681,141,6,69,1177
2101,4,1,927,216,11,95,1339
2101,4,2,874,263,5,104,1178
2101,4,3,477,145,4,53,649
2101,4,4,612,189,11,65,746
2101,4,5,816,367,24,154,1199
2101,5,1,715,319,10,118,1130
2101,5,2,805,383,27,135,1182
2101,5,3,778,384,54,165,1367
2101,6,1,618,61,0,71,1768
2101,6,2,581,55,1,26,1211
2101,6,3,674,114,4,85,1145
2101,7,1,904,101,9,67,1366
2101,7,2,482,194,14,66,756
2101,7,3,983,540,56,364,2123
2101,7,4,961,92,4,39,1233
2101,7,5,576,216,16,97,785
2101,8,1,647,22,0,17,1240
2101,8,2,896,168,9,105,1450
2101,8,3,639,32,1,19,1881
2101,8,4,541,31,1,19,1284
2101,9,1,628,35,1,21,1044
2101,9,2,993,63,1,33,1382
2101,9,3,592,60,0,27,1344
2101,9,4,834,45,0,16,1542
2101,9,5,885,44,2,17,1107
2101,9,6,304,9,1,42,2265
2101,9,7,190,3,0,8,715
2101,9,8,250,17,0,16,1037
2101,9,9,404,59,2,24,760
2101,9,10,344,20,0,13,879
2101,10,1,600,5,0,15,1389
2101,10,2,169,18,1,13,819
2101,10,3,209,18,5,17,1189
2101,10,4,3,9,9,0,11
2101,10,7,56,50,4,17,116
2101,10,14,13,5,3,3,17
2101,10,16,2,0,0,0,4
2101,10,17,0,2,6,0,6
2101,10,901,2,2,7,0,8
2101,11,10,4,2,0,0,4
2101,11,11,79,0,0,1,0
2101,12,8,199,0,0,3,0
2101,12,14,23,14,10,10,44
2101,12,19,51,5,2,2,14
2101,14,1,1161,452,2,189,1983
2101,14,2,998,441,13,201,1676
2101,14,3,518,165,0,53,870
2101,14,4,863,193,6,82,1305
2101,14,5,786,248,7,120,1076
2101,14,6,624,515,12,274,1884
2101,14,7,375,203,4,100,760
2101,14,8,563,146,5,67,855
2101,14,9,501,481,67,320,1758
2101,15,1,484,124,6,40,858
2101,15,2,826,278,6,63,979
2101,15,3,696,290,6,77,956
2101,15,4,994,711,23,370,2394
2101,16,1,376,67,1,50,1014
2101,16,2,684,234,17,83,936
2101,16,3,378,102,4,25,462
2101,16,4,415,102,17,51,773
2101,16,5,208,38,0,36,1480
2101,17,1,364,232,15,90,654
2101,17,2,795,378,13,136,1266
2101,17,3,1026,242,10,71,1227
2101,17,4,875,443,38,188,1540
2101,18,1,1102,223,20,102,1717
2101,18,2,1016,323,13,131,1557
2101,18,3,849,234,12,104,1196
2101,18,4,576,386,33,196,1175
2101,99,999,426,187,21,111,856
2102,1,1,831,314,19,107,1356
2102,1,2,794,444,30,207,2040
2102,1,11,4,5,4,1,7
2102,2,2,3,2,1,0,4
2102,2,3,46,26,1,5,87
2102,2,6,30,15,2,6,247
2102,2,7,0,0,0,0,1
2102,2,8,2,4,0,3,187
2102,2,901,7,3,0,0,17
2102,99,999,6,11,1,2,30
2103,1,3,235,0,0,3,0
2103,1,8,173,34,6,28,241
2103,1,901,0,0,0,0,2
2103,2,6,32,0,0,1,0
2103,2,7,44,0,0,1,0
2103,2,8,33,0,0,0,0
2103,3,2,103,61,4,32,284
2103,4,1,27,0,0,0,0
2103,4,5,1,0,0,0,0
2103,99,999,1,0,0,0,0
2104,1,1,569,163,16,27,838
2104,1,3,2,4,2,1,10
2104,1,7,0,12,17,3,36
2104,1,8,15,15,1,3,82
2104,1,9,0,0,0,0,3
2104,1,14,0,6,0,2,20
2104,1,16,1,1,2,1,8
2104,1,17,4,2,8,1,29
2104,1,901,5,9,3,1,28
2104,2,1,502,305,16,71,889
2104,2,15,11,3,3,2,65
2104,2,22,4,3,0,4,25
2104,2,901,3,3,0,1,23
2104,3,1,931,550,20,142,2095
2104,3,5,0,0,0,0,14
2104,3,10,6,1,0,0,4
2104,3,25,3,0,0,0,0
2104,3,901,4,2,0,0,13
2104,4,20,124,90,11,22,298
2104,5,11,4,0,0,0,0
2104,5,19,21,0,0,0,0
2104,5,26,16,0,0,0,0
2104,5,27,5,0,0,0,0
2104,7,901,3,2,0,1,5
2104,8,13,24,0,0,1,0
2104,9,2,15,0,0,0,0
2104,9,12,29,0,0,1,0
2104,99,999,25,11,3,6,63
2201,1,1,721,145,7,26,1142
2201,1,2,560,96,1,33,986
2201,1,3,837,342,46,186,1652
2201,1,4,459,97,0,39,1137
2201,2,5,243,0,0,1,0
2201,3,6,5,0,1,0,86
2201,3,13,4,1,0,0,7
2201,5,1,795,123,8,39,1914
2201,5,2,593,117,5,70,1180
2201,5,3,779,147,14,89,1604
2201,5,5,39,0,0,1,0
2201,6,1,450,90,12,63,1523
2201,6,2,386,76,16,60,1077
2201,7,1,943,253,41,153,2581
2201,7,2,612,253,34,115,1346
2201,7,3,639,133,5,32,1044
2201,7,4,905,188,25,60,1947
2201,7,5,446,87,3,25,786
2201,8,1,979,327,22,240,2323
2201,8,2,908,294,54,167,2404
2201,8,3,175,147,9,96,914
2201,8,12,30,15,5,6,228
2201,9,1,304,80,7,40,549
2201,9,2,357,132,15,115,755
2201,9,3,776,411,43,245,1536
2201,9,4,584,286,35,216,1303
2201,9,5,653,596,80,336,1826
2201,10,1,446,189,49,115,916
2201,10,2,601,162,24,156,1490
2201,11,1,111,63,3,49,1212
2201,11,2,823,535,78,357,1933
2201,11,3,1107,468,25,341,2153
2201,11,4,304,213,10,109,942
2201,11,5,694,459,13,139,1561
2201,11,6,197,200,5,128,1433
2201,11,7,257,153,5,82,1131
2201,12,1,638,347,40,197,1690
2201,12,2,719,469,63,266,2505
2201,12,3,388,317,14,143,1333
2201,12,4,635,293,62,170,1425
2201,12,5,1,0,0,0,0
2201,13,1,38,1,2,3,8
2201,13,4,98,69,4,20,285
2201,13,10,41,18,2,7,168
2201,13,901,8,2,0,3,93
2201,14,1,406,35,5,13,1136
2201,14,2,580,54,14,22,1262
2201,15,1,14,15,1,0,1540
2201,15,3,44,45,2,7,340
2201,15,9,0,0,0,0,1
2201,15,14,20,16,0,3,216
2201,15,15,26,8,0,3,50
2201,15,901,9,5,0,0,92
2201,99,999,120,38,10,47,198
2202,1,3,0,0,0,0,191
2202,1,4,0,0,0,0,1
2202,1,5,38,24,0,13,124
2202,1,6,0,0,0,0,6
2202,1,7,0,0,0,0,6
2202,2,1,3,12,3,6,56
2202,2,2,2,1,0,0,43
2203,1,1,547,313,47,256,1840
2203,1,13,9,4,0,3,28
2203,1,14,416,162,27,92,1245
2203,1,901,11,11,0,4,79
2203,2,8,11,2,0,6,39
2203,2,16,13,6,0,0,29
2203,2,17,168,103,3,18,454
2203,3,12,133,50,0,8,104
2203,3,15,67,53,1,17,130
2203,99,999,16,2,0,0,24
2301,1,1,367,83,4,24,678
2301,2,1,786,267,15,47,1259
2301,3,1,486,171,6,36,754
2301,3,2,573,292,11,46,917
2301,3,3,326,144,10,29,539
2301,3,4,465,269,24,67,835
2301,3,5,377,140,25,26,613
2301,3,6,398,245,19,72,1628
2301,3,15,3,4,0,1,5
2301,3,18,4,4,0,3,45
2301,3,20,5,4,1,1,26
2301,3,23,8,3,2,1,183
2301,3,901,3,3,2,2,19
2301,4,10,0,0,0,0,1
2301,4,901,4,4,1,0,39
2301,5,1,0,0,0,0,2
2301,5,4,22,14,4,2,279
2301,5,7,7,8,0,0,30
2301,5,8,4,3,0,2,39
2301,5,11,0,0,0,0,9
2301,5,12,1,1,0,0,16
2301,5,16,3,0,0,0,2
2301,5,19,1,3,0,1,8
2301,5,21,3,4,0,1,16
2301,5,24,0,0,0,0,3
2301,5,901,25,5,1,1,196
2301,6,1,193,78,7,19,377
2301,6,3,82,9,6,7,171
2301,6,4,724,349,3,86,1913
2301,6,22,0,0,0,0,3
2301,99,999,10,2,0,1,15
2302,1,11,46,28,5,6,142
2302,1,901,10,2,1,0,12
2302,4,1,275,58,4,61,637
2302,4,2,403,182,21,164,1067
2302,4,3,3,0,0,0,0
2302,4,4,0,0,0,0,1
2302,5,2,0,0,0,0,1
2302,6,1,5,0,0,0,0
2302,6,9,60,0,0,1,0
2302,99,999,2,0,0,1,5
3101,1,1,295,18,0,8,451
3101,2,1,365,44,1,19,755
3101,3,1,539,89,1,30,514
3101,4,1,403,40,2,23,810
3101,5,1,407,74,2,17,807
3101,6,1,870,476,9,170,1433
3101,6,2,489,249,16,68,683
3101,6,3,793,436,17,117,1319
3101,6,4,919,583,16,225,1892
3101,6,5,567,303,7,67,968
3101,6,6,348,222,6,55,595
3101,6,7,332,408,48,230,1154
3101,6,8,355,191,3,58,836
3101,6,9,520,447,34,266,1887
3101,7,1,989,211,3,47,1064
3101,7,2,881,99,2,31,943
3101,8,1,715,150,0,21,768
3101,9,1,797,534,41,143,1492
3101,9,6,3,1,0,1,12
3101,9,41,7,7,1,1,29
3101,10,1,15,17,3,7,33
3101,10,901,4,3,0,0,9
3101,11,1,308,19,0,16,1051
3101,11,2,600,77,0,20,933
3101,11,3,641,183,10,54,1694
3101,12,2,0,0,0,0,2
3101,12,3,0,0,0,0,1
3101,12,6,0,0,0,0,1
3101,12,7,3,1,0,1,10
3101,12,12,0,0,0,0,1
3101,12,13,58,11,2,3,164
3101,12,24,0,0,0,0,9
3101,12,25,0,0,0,0,7
3101,12,47,24,28,3,9,83
3101,12,901,17,7,0,5,31
3101,13,1,0,0,0,0,2
3101,13,11,0,0,0,0,2
3101,13,29,0,0,0,0,2
3101,13,30,0,0,0,0,4
3101,13,38,0,0,0,0,1
3101,13,48,0,0,0,0,2
3101,13,901,4,3,1,1,8
3101,14,22,0,0,0,0,1
3101,14,29,0,0,0,0,1
3101,14,31,0,0,0,0,2
3101,15,9,0,0,0,0,1
3101,16,1,349,141,0,64,1392
3101,16,2,362,70,2,46,1841
3101,16,3,458,192,0,85,1699
3101,16,4,376,81,0,55,1600
3101,16,6,3,1,0,0,11
3101,16,50,12,4,2,0,40
3101,17,10,0,0,0,0,5
3101,17,13,31,18,2,7,82
3101,17,17,27,2,0,3,89
3101,17,21,14,9,0,1,38
3101,17,26,70,26,6,4,228
3101,17,35,41,36,0,15,179
3101,17,37,154,115,11,44,431
3101,17,901,6,4,0,0,26
3101,18,4,0,0,0,0,3
3101,18,5,0,0,0,0,6
3101,18,8,0,0,0,0,1
3101,18,40,0,0,0,0,1
3101,18,45,0,0,0,0,1
3101,18,901,7,2,0,0,5
3101,19,14,10,0,0,0,0
3101,19,27,0,0,0,0,1
3101,19,32,0,0,0,0,2
3101,19,33,0,0,0,0,5
3101,19,901,14,4,5,3,39
3101,20,28,0,0,0,0,2
3101,20,32,0,0,0,0,1
3101,20,34,0,0,0,0,2
3101,21,1,437,123,12,61,1667
3101,21,2,250,265,18,111,870
3101,21,3,826,434,42,165,1545
3101,21,4,364,257,4,111,1449
3101,21,5,560,169,14,62,1651
3101,21,6,301,244,0,141,1731
3101,21,7,178,53,1,21,841
3101,21,32,0,2,0,4,21
3101,21,39,0,0,0,0,2
3101,21,50,0,0,0,0,1
3101,21,901,5,7,0,1,34
3101,22,15,40,32,2,5,177
3101,22,48,20,17,4,2,100
3101,23,1,557,276,5,82,715
3101,23,2,688,360,17,102,1312
3101,23,3,1062,426,9,133,1904
3101,23,4,871,259,7,85,1124
3101,23,5,532,256,1,101,1235
3101,24,1,863,176,11,46,2301
3101,24,2,982,114,3,46,2919
3101,24,3,945,228,0,53,1051
3101,24,4,454,229,45,123,1011
3101,24,5,843,252,14,74,1579
3101,99,999,25,4,0,1,16
3102,1,1,728,169,14,39,2879
3102,1,2,752,254,5,77,1520
3102,1,3,800,392,9,86,1709
3102,1,4,23,15,2,7,40
3102,1,7,751,502,6,190,2566
3102,1,901,5,3,1,0,6
3102,2,9,0,0,0,0,1
3102,2,10,147,74,18,11,3230
3102,2,901,10,10,5,2,30
3102,3,3,65,50,11,15,1548
3102,3,7,48,37,7,8,1532
3102,4,2,5,5,0,0,28
3102,4,3,19,5,3,2,447
3102,99,999,33,13,2,4,76
3103,1,1,947,670,8,205,1942
3103,1,2,319,161,10,44,505
3103,1,3,314,264,2,88,831
3103,1,22,69,75,1,53,230
3103,1,29,24,11,2,5,41
3103,2,24,0,0,0,0,1
3103,2,901,3,2,1,0,4
3103,3,6,47,4,0,1,34
3103,3,9,5,8,1,1,26
3103,3,14,6,7,0,1,31
3103,3,19,13,0,0,0,0
3103,3,25,7,6,0,0,27
3103,3,26,10,12,0,15,72
3103,3,27,4,5,0,1,32
3103,4,1,50,14,1,3,69
3103,4,9,17,21,1,4,68
3103,4,10,8,0,0,0,1
3103,4,28,31,29,4,6,92
3103,4,31,3,0,0,0,1
3103,4,901,11,4,0,0,26
3103,5,13,2,0,0,0,2
3103,5,20,134,140,6,44,439
3103,5,21,0,0,0,0,2
3103,5,901,5,2,0,0,25
3103,6,8,0,0,0,0,3
3103,6,11,17,18,1,3,63
3103,6,16,1,0,0,0,1
3103,6,21,0,0,0,0,7
3103,6,30,1,2,1,0,11
3103,6,901,12,6,0,0,22
3103,7,4,3,0,0,0,4
3103,7,12,9,4,0,2,17
3103,7,18,0,0,0,0,2
3103,7,23,12,15,7,5,37
3103,7,901,6,4,0,0,12
3103,99,999,7,11,2,1,25
3201,1,1,693,440,3,148,1656
3201,1,2,373,196,38,58,646
3201,1,3,471,277,31,69,902
3201,1,4,313,91,6,25,515
3201,1,5,233,49,0,12,415
3201,1,6,76,16,0,14,185
3201,1,11,0,0,0,0,4
3201,1,901,3,6,2,1,26
3201,2,1,0,0,0,0,3
3201,2,2,0,0,0,0,1
3201,2,6,122,72,17,30,356
3201,2,13,0,0,0,0,3
3201,2,14,0,0,0,0,8
3201,2,17,0,0,0,0,2
3201,2,18,0,0,0,0,4
3201,2,901,8,8,6,1,38
3201,3,4,0,0,0,0,7
3201,3,7,65,20,3,4,678
3201,3,8,0,0,0,0,1
3201,3,9,0,0,0,0,1
3201,3,10,0,0,0,0,3
3201,3,12,6,1,0,0,145
3201,3,15,2,0,0,0,0
3201,3,16,0,0,0,0,1
3201,3,19,2,0,0,0,0
3201,3,20,12,13,6,9,39
3201,3,901,4,3,2,2,481
3201,99,999,0,2,0,0,2
3202,1,1,498,246,5,46,1017
3202,1,2,331,171,9,48,705
3202,1,3,429,277,7,139,1432
3202,1,5,4,3,2,2,13
3202,1,11,0,0,0,0,1
3202,1,15,0,0,0,0,3
3202,1,18,0,0,0,0,2
3202,1,20,0,0,0,0,1
3202,1,23,0,0,0,0,3
3202,1,901,8,6,1,0,63
3202,2,1,197,63,5,127,1024
3202,2,2,309,64,1,33,1260
3202,2,3,191,36,1,14,683
3202,2,7,4,3,0,1,4
3202,2,901,47,28,36,17,298
3202,3,10,0,0,0,0,1
3202,3,901,7,4,0,0,11
3202,4,3,0,0,0,0,1
3202,4,6,0,0,0,0,1
3202,4,8,85,64,2,7,262
3202,4,9,0,0,0,0,2
3202,4,17,0,0,0,0,2
3202,4,21,0,0,0,0,4
3202,4,901,6,3,0,1,19
3301,1,1,1013,256,22,60,1289
3301,2,1,1029,213,21,57,1604
3301,2,2,627,55,2,15,1068
3301,3,1,505,223,5,35,630
3301,3,2,520,237,9,49,673
3301,3,3,837,354,16,94,1047
3301,3,4,564,132,10,21,758
3301,3,5,12,5,0,0,20
3301,3,17,63,44,13,17,186
3301,3,31,0,0,0,0,2
3301,3,901,4,1,0,0,11
3301,4,1,985,509,20,125,1595
3301,4,2,665,264,15,65,860
3301,4,5,41,11,0,1,99
3301,4,60,22,11,2,6,89
3301,4,901,6,3,1,1,9
3301,5,1,613,200,18,85,2166
3301,5,2,890,410,20,92,1260
3301,5,3,586,542,3,178,1784
3301,5,4,596,342,24,92,1315
3301,5,6,17,4,3,1,26
3301,5,8,6,1,0,0,7
3301,5,10,54,37,13,18,209
3301,5,14,9,7,0,0,24
3301,5,28,96,49,4,9,204
3301,5,36,102,38,20,10,231
3301,5,38,35,22,5,1,64
3301,5,63,14,9,0,3,32
3301,6,24,3,2,0,0,7
3301,6,42,4,1,0,1,7
3301,6,901,4,3,0,0,26
3301,7,901,4,4,0,1,13
3301,8,12,151,135,2,16,401
3301,8,45,4,1,0,2,9
3301,8,901,37,28,1,2,76
3301,9,35,0,0,0,0,1
3301,9,43,12,5,1,2,56
3301,9,901,40,31,2,4,127
3301,10,18,0,0,0,0,1
3301,10,23,0,0,0,0,4
3301,10,44,0,0,0,0,1
3301,10,901,15,4,0,2,26
3301,11,21,5,5,4,1,12
3301,11,39,5,0,2,0,4
3301,11,901,3,4,2,1,7
3301,12,4,10,5,0,1,31
3301,12,9,50,32,3,9,90
3301,12,25,64,38,7,4,128
3301,12,30,33,25,0,7,69
3301,12,32,16,6,0,2,28
3301,12,33,20,15,0,2,50
3301,12,55,0,0,0,0,2
3301,12,59,0,0,0,0,13
3301,12,61,0,0,0,0,2
3301,12,62,10,5,2,2,7
3301,12,901,15,7,4,1,45
3301,13,11,0,0,0,0,1
3301,13,26,36,24,1,4,81
3301,13,901,10,6,1,0,16
3301,15,10,56,23,8,8,267
3301,15,24,11,8,3,1,42
3301,15,32,3,1,2,0,12
3301,15,51,0,0,0,0,2
3301,15,56,10,4,0,0,14
3301,15,901,50,19,0,3,85
3301,99,999,165,83,2,8,314
3302,1,2,116,65,4,16,284
3302,1,5,10,0,0,0,22
3302,1,16,0,0,0,0,1
3302,1,29,33,21,0,3,58
3302,2,5,170,96,2,10,337
3302,3,5,242,158,18,20,487
3302,3,18,99,64,2,14,217
3302,3,28,0,0,0,0,1
3302,4,5,151,86,3,26,265
3302,4,20,0,0,0,0,4
3302,5,5,133,75,2,12,235
3302,6,22,6,1,0,0,7
3302,6,32,24,12,2,3,48
3302,6,901,5,5,0,0,13
3302,7,3,19,19,0,0,51
3302,7,9,15,7,0,0,22
3302,7,24,17,12,2,1,38
3302,7,25,11,10,0,1,31
3302,7,31,21,17,0,3,68
3302,7,34,55,24,1,2,134
3302,7,901,32,12,0,6,45
3302,8,6,7,5,0,0,21
3302,8,25,7,4,0,0,31
3302,8,901,20,9,0,1,39
3302,9,1,0,0,0,0,1
3302,9,4,4,2,0,0,11
3302,9,13,23,8,0,3,45
3302,9,33,25,20,0,2,91
3302,9,901,3,1,0,0,19
3302,10,10,22,24,2,5,102
3302,10,19,8,2,0,0,16
3302,10,27,15,4,0,0,13
3302,10,30,34,14,1,1,73
3302,10,901,8,3,1,3,12
3302,11,15,12,6,0,0,25
3302,11,901,11,7,1,1,27
3302,12,23,0,0,0,0,1
3302,99,999,3,4,2,0,8
3303,1,1,7,5,2,0,66
3303,2,1,754,422,9,83,1299
3303,2,2,135,104,0,26,451
3303,2,4,13,4,0,1,19
3303,2,5,63,31,1,6,107
3303,2,7,26,13,1,2,70
3303,2,8,117,96,6,21,245
3303,2,9,94,57,4,16,215
3303,2,11,12,4,1,0,43
3303,2,12,36,31,0,4,96
3303,2,13,11,6,0,3,16
3303,3,6,21,22,10,12,91
3303,3,10,38,19,0,1,80
3303,4,2,91,46,5,6,253
3303,4,3,69,66,4,13,447
3304,1,1,381,127,6,23,586
3304,1,2,389,107,1,30,635
3304,1,3,717,344,8,101,1782
3304,1,4,290,132,7,51,639
3304,1,6,0,0,0,0,1
